Transaction_ID,Date,Amount,Vendor_Name,Employee_ID,Account_Code,Department,Approval_Status
TXN01304,2023-10-04,724.64,Microsoft,EMP735,6400,Procurement,Approved
TXN01305,2023-04-20,14.87,HP Inc,EMP414,6100,IT,Approved
TXN01306,2023-11-06,11.7,Marriott,EMP777,6600,Sales,Approved
TXN01307,2023-09-06,671.98,Staples,EMP895,6600,Finance,
TXN01308,2023-07-24,51.84,Home Depot,EMP121,7100,Operations,Approved
TXN01309,2023-05-23,412.62,WeWork,EMP902,6600,Legal,Approved
TXN01310,2023-01-30,2761.33,Salesforce,,6400,Finance,Pending
TXN01311,2023-03-23,256.37,Hilton Hotels,EMP842,6600,Procurement,Approved
TXN01312,2023-07-23,1149.63,Grainger,EMP809,6700,Marketing,Approved
TXN01313,2023-04-28,74.23,USPS,EMP505,6600,Sales,Approved
TXN01314,2023-09-05,8371.83,Home Depot,EMP436,6300,Legal,Approved
TXN01315,2023-04-08,2214.1,Salesforce,EMP293,6700,Finance,
TXN01316,2023-09-19,75.95,Xerox,EMP551,6300,Operations,Approved
TXN01317,2023-04-12,19.06,Uline,EMP177,6500,Operations,Rejected
TXN01318,2023-11-16,529.39,Xerox,EMP977,7200,Procurement,Rejected
TXN01319,2023-01-26,4912.66,Salesforce,EMP914,8000,Sales,Approved
TXN01320,2023-12-09,1002.16,Cisco Systems,EMP964,7100,Procurement,
TXN01321,2023-09-19,27.98,Verizon Business,EMP326,6300,Finance,Approved
TXN01322,2023-08-31,15.22,Grubhub Corporate,EMP708,6500,Operations,Rejected
TXN01323,2023-07-18,3429.23,,EMP570,7200,IT,Approved
TXN01324,2023-09-26,672.39,FedEx,EMP283,6300,Marketing,Pending
TXN01325,2023-12-30,4819.81,Ricoh,EMP158,7200,Operations,
TXN01326,2023-03-13,1153.44,Amazon Business,EMP386,8000,Operations,Approved
TXN01327,2023-04-29,117.12,Adobe Systems,EMP950,6600,Operations,Approved
TXN01328,2023-12-03,812.75,Ricoh,EMP669,6100,HR,Approved
TXN01329,2023-01-01,578.42,,EMP298,7100,IT,Rejected
TXN01330,2023-04-10,465.63,Office Depot,EMP918,6500,Procurement,
TXN01331,2023-07-11,205.59,Office Depot,EMP619,7200,Operations,Approved
TXN01332,2023-01-22,164.64,Hilton Hotels,EMP838,7200,Procurement,Rejected
TXN01333,2023-11-01,4420.87,Lenovo,EMP612,6600,Sales,Approved
TXN01334,2023-01-01,160.93,Apple Business,EMP198,8000,IT,Rejected
TXN01335,2023-10-04,1221.52,Lyft Business,EMP478,6300,Procurement,Approved
TXN01336,2023-12-04,750.0,Hilton Hotels,EMP127,7200,HR,Rejected
TXN01337,2023-07-31,19.78,Hilton Hotels,EMP290,8000,Sales,
TXN01338,2023-07-31,83.34,Staples,EMP845,6500,Procurement,Rejected
TXN01339,2023-09-11,655.2,WeWork,EMP825,7100,Marketing,Rejected
TXN01340,2023-10-16,1309.48,Adobe Systems,EMP496,6100,Sales,Approved
TXN01341,2023-07-03,4743.57,Lenovo,EMP181,6500,Finance,Rejected
TXN01342,2023-06-09,43.65,Seamless,EMP422,8000,Operations,Pending
TXN01343,2023-11-21,98.52,Enterprise Rent-A-Car,EMP291,6700,Legal,Rejected
TXN01344,2023-07-02,104.53,Staples,EMP523,6700,Operations,Approved
TXN01345,2023-02-06,70.5,Ricoh,EMP521,6500,Sales,Pending
TXN01346,2023-03-11,3165.94,Hertz,EMP410,6300,Operations,Approved
TXN01347,2023-11-30,10.65,Zoom Communications,EMP852,6300,Legal,Approved
TXN01348,2023-08-09,150.2,Lyft Business,EMP208,6500,Sales,Approved
TXN01349,2023-06-04,369.38,Staples,EMP341,8000,Operations,Pending
TXN01350,2023-11-05,39.83,Uline,EMP398,7100,HR,Approved
TXN01351,2023-09-08,69.97,Adobe Systems,EMP297,7100,IT,
TXN01352,2023-07-06,4226.64,Hertz,EMP626,6200,HR,Pending
TXN01353,2023-12-04,35.47,Home Depot,EMP981,6700,HR,Approved
TXN01354,2023-12-14,537.66,Office Depot,EMP295,6600,Sales,Approved
TXN01355,2023-05-17,7304.48,Delta Airlines,EMP830,7100,Operations,Approved
TXN01356,2023-08-08,42.11,AT&T Business,EMP160,6600,HR,Pending
TXN01357,2023-05-19,7860.15,Salesforce,EMP876,7100,Sales,Approved
TXN01358,2023-07-08,251.91,Lenovo,EMP961,6700,Sales,Approved
TXN01359,2023-12-11,559.11,Uline,EMP691,6100,Marketing,Approved
TXN01360,2023-05-14,272.64,USPS,EMP475,6400,HR,
TXN01361,2023-08-08,4363.29,Zoom Communications,EMP914,6600,Finance,Approved
TXN01362,2023-06-01,1568.16,Verizon Business,EMP316,7100,Sales,Approved
TXN01363,2023-03-09,1490.23,Zoom Communications,EMP870,7100,Finance,Pending
TXN01364,2023-12-28,391.89,Verizon Business,EMP135,6100,Procurement,Approved
TXN01365,2023-10-15,155.4,UPS,EMP425,6700,HR,Approved
TXN01366,2023-12-23,4999.99,Zoom Communications,EMP535,6300,Marketing,Approved
TXN01367,2023-08-19,1104.26,United Airlines,EMP380,6700,HR,Approved
TXN01368,2023-03-19,38.77,Home Depot,EMP790,7100,Legal,Approved
TXN01369,2023-10-04,146.17,Zoom Communications,EMP335,6600,IT,Approved
TXN01370,2023-04-22,820.04,Canon,EMP110,6200,HR,Approved
TXN01371,2023-03-20,57.29,HP Inc,EMP686,6700,IT,Approved
TXN01372,2023-01-10,1234.91,Home Depot,EMP867,6600,Marketing,Approved
TXN01373,2023-10-07,579.84,Office Depot,EMP738,6400,Finance,Pending
TXN01374,2023-04-22,4562.97,,EMP772,6200,IT,Approved
TXN01375,2023-06-17,23.04,Canon,EMP175,7100,Procurement,Approved
TXN01376,2023-07-08,94.48,Pitney Bowes,EMP226,6700,Marketing,Approved
TXN01377,2023-06-20,1611.93,UPS,EMP543,6600,Procurement,Pending
TXN01378,2023-05-05,12.77,Staples,EMP795,6200,HR,Approved
TXN01379,2023-05-31,52.79,Hertz,EMP201,6700,Operations,Approved
TXN01380,2023-03-20,138.66,Marriott,EMP153,7100,Finance,Approved
TXN01381,2023-09-11,2500.0,Apple Business,EMP679,6200,IT,Approved
TXN01382,2023-05-26,234.88,Uber Business,EMP494,7100,HR,Pending
TXN01383,2023-01-21,211.13,AT&T Business,EMP606,7100,Procurement,Approved
TXN01384,2023-02-17,3262.94,HP Inc,EMP618,7200,Legal,Approved
TXN01385,2023-03-05,579.19,Ricoh,EMP741,6300,Finance,Approved
TXN01386,2023-03-18,24.27,Microsoft,,6200,HR,
TXN01387,2023-12-02,1034.73,HP Inc,EMP774,6700,Procurement,Approved
TXN01388,2023-06-22,566.81,AT&T Business,,6100,Operations,Rejected
TXN01389,2023-05-24,310.5,Adobe Systems,EMP772,7200,IT,Rejected
TXN01390,2023-11-14,4552.99,Pitney Bowes,EMP474,7100,IT,Approved
TXN01391,2023-01-05,26.55,Apple Business,EMP292,6600,HR,Approved
TXN01392,2023-09-12,999.99,Regus,EMP896,6500,HR,Approved
TXN01393,2023-04-28,333.03,Lyft Business,EMP602,6600,Sales,Approved
TXN01394,2023-10-07,7139.51,Home Depot,EMP693,7100,IT,Approved
TXN01395,2023-02-18,197.93,Marriott,EMP988,7100,Finance,Approved
TXN01396,2023-07-20,2673.57,Xerox,EMP521,6700,Marketing,Approved
TXN01397,2023-12-31,633.09,Zoom Communications,EMP659,6400,Procurement,Pending
TXN01398,2023-11-27,132.71,Salesforce,EMP339,6100,IT,Rejected
TXN01399,2023-01-11,822.97,FedEx,EMP760,6700,HR,Approved
TXN01400,2023-04-13,18.8,Pitney Bowes,EMP344,6100,Finance,Approved
TXN01401,2023-04-20,4854.82,Lenovo,EMP547,8000,Operations,Pending
TXN01402,2023-07-07,1247.5,Seamless,EMP533,6400,Sales,Approved
TXN01403,2023-08-19,210.31,Adobe Systems,EMP110,6200,Finance,Pending
TXN01404,2023-01-19,485.72,Verizon Business,EMP482,7100,Marketing,Approved
TXN01405,2023-06-06,71.57,Regus,EMP754,6500,Procurement,Rejected
TXN01406,2023-09-14,43.21,Amazon Business,EMP327,6300,HR,Pending
TXN01407,2023-03-20,167.87,Xerox,EMP836,6300,IT,Approved
TXN01408,2023-07-19,27.24,Salesforce,EMP305,6100,Sales,Rejected
TXN01409,2023-07-14,5852.15,Lenovo,EMP282,6400,IT,Pending
TXN01410,2023-08-13,226.98,Office Depot,EMP445,6700,IT,Rejected
TXN01411,2023-04-22,57.82,Grubhub Corporate,EMP279,6600,Finance,
TXN01412,2023-10-16,8313.06,Canon,EMP784,6300,Sales,Rejected
TXN01413,2023-12-13,42.82,Zoom Communications,EMP639,6300,Marketing,Approved
TXN01414,2023-08-11,1488.2,Hilton Hotels,EMP710,6500,Operations,Approved
TXN01415,2023-12-15,750.0,HP Inc,EMP890,6400,HR,Approved
TXN01416,2023-08-13,30.24,Canon,EMP127,6700,Legal,Rejected
TXN01417,2023-06-24,990.02,AT&T Business,EMP233,8000,Procurement,Rejected
TXN01418,2023-05-13,20.41,AT&T Business,EMP830,6400,Procurement,Approved
TXN01419,2023-10-18,500.66,Marriott,EMP738,8000,IT,Pending
TXN01420,2023-10-28,1550.85,AT&T Business,EMP128,7100,Operations,Rejected
TXN01421,2023-03-03,581.09,Cisco Systems,EMP306,7200,Sales,Approved
TXN01422,2023-09-19,2000.0,Dell Technologies,EMP193,7100,Operations,Pending
TXN01423,2023-03-11,774.31,Amazon Business,EMP575,7200,Operations,Rejected
TXN01424,2023-06-18,1394.04,Regus,EMP361,6100,Legal,Pending
TXN01425,2023-11-24,2783.49,Hilton Hotels,EMP714,6700,IT,Approved
TXN01426,2023-12-03,1247.5,FedEx,EMP502,6200,Legal,Pending
TXN01427,2023-12-27,4087.41,Pitney Bowes,EMP940,6500,Sales,Pending
TXN01428,2023-01-30,2144.28,UPS,EMP874,6300,Procurement,Rejected
TXN01429,2023-04-18,4999.99,USPS,EMP762,6700,Finance,Approved
TXN01430,2023-08-10,9154.79,Canon,EMP922,7200,Legal,Rejected
TXN01431,2023-08-04,1037.65,AT&T Business,EMP206,8000,Finance,Pending
TXN01432,2023-01-10,259.21,Amazon Business,EMP769,6400,Operations,Approved
TXN01433,2023-11-16,21.26,USPS,EMP741,6200,Marketing,Approved
TXN01434,2023-05-07,58.35,HP Inc,EMP209,6600,Sales,Approved
TXN01435,2023-08-20,775.77,Office Depot,EMP808,6500,HR,Approved
TXN01436,2023-12-04,18.49,Seamless,EMP708,6700,IT,Approved
TXN01437,2023-10-15,4999.99,Dell Technologies,EMP507,6200,Operations,Approved
TXN01438,2023-07-12,17.66,Ricoh,EMP505,6600,Legal,Approved
TXN01439,2023-04-03,3360.13,Grainger,EMP962,8000,IT,Approved
TXN01440,2023-02-20,5583.96,UPS,EMP611,6200,Procurement,Approved
TXN01441,2023-03-20,225.01,Regus,,6700,Operations,Rejected
TXN01442,2023-01-02,8884.45,USPS,EMP436,6500,Operations,Approved
TXN01443,2023-06-16,1619.41,Seamless,EMP146,8000,Legal,Approved
TXN01444,2023-05-12,67.93,Home Depot,EMP495,7200,IT,Approved
TXN01445,2023-12-25,191.02,UPS,EMP830,6500,Procurement,
TXN01446,2023-09-29,260.39,Uber Business,EMP427,8000,HR,Pending
TXN01447,2023-01-16,10.43,Lyft Business,EMP844,6500,Legal,Pending
TXN01448,2023-09-05,2777.66,Office Depot,EMP963,6500,Operations,Approved
TXN01449,2023-01-20,426.11,Microsoft,EMP256,6100,Operations,Approved
TXN01450,2023-08-10,1570.4,Grubhub Corporate,EMP155,8000,Marketing,Rejected
TXN01451,2023-02-25,400.25,AT&T Business,EMP768,8000,Procurement,Approved
TXN01452,2023-12-28,2423.27,Hilton Hotels,EMP163,7100,Legal,Approved
TXN01453,2023-01-29,363.72,Hilton Hotels,EMP995,6600,Legal,Approved
TXN01454,2023-11-17,13.63,Enterprise Rent-A-Car,EMP643,7200,IT,Pending
TXN01455,2023-10-19,48.2,WeWork,EMP947,6300,Legal,Rejected
TXN01456,2023-07-31,3201.79,WeWork,EMP289,6500,Marketing,Approved
TXN01457,2023-07-18,56.58,Office Depot,EMP344,6600,Sales,Approved
TXN01458,2023-05-24,10.36,Adobe Systems,EMP838,7100,Operations,Approved
TXN01459,2023-08-12,160.31,Seamless,EMP815,7100,IT,Pending
TXN01460,2023-09-20,8215.15,USPS,EMP991,7100,Legal,Pending
TXN01461,2023-05-07,6712.6,Uline,EMP450,8000,IT,Approved
TXN01462,2023-10-04,21.91,HP Inc,EMP344,8000,HR,
TXN01463,2023-01-08,27.05,WeWork,EMP506,6400,Marketing,
TXN01464,2023-03-18,653.52,Apple Business,EMP252,6400,Finance,Pending
TXN01465,2023-04-02,29.5,WeWork,EMP692,7200,IT,Approved
TXN01466,2023-09-19,503.92,Regus,EMP383,6500,Finance,Approved
TXN01467,2023-10-13,521.07,Ricoh,EMP507,6500,Finance,Rejected
TXN01468,2023-01-25,2516.4,Home Depot,EMP637,7200,HR,Rejected
TXN01469,2023-05-03,313.74,HP Inc,EMP308,6100,Legal,Approved
TXN01470,2023-09-28,225.67,Enterprise Rent-A-Car,EMP369,6300,Procurement,Approved
TXN01471,2023-04-23,2119.8,Ricoh,EMP842,6400,Marketing,
TXN01472,2023-09-28,549.16,Dell Technologies,EMP760,6200,Legal,Rejected
TXN01473,2023-07-22,120.6,Enterprise Rent-A-Car,EMP582,6200,Operations,Pending
TXN01474,2023-02-17,1246.81,Xerox,EMP795,6200,IT,Pending
TXN01475,2023-09-30,16.47,Regus,EMP653,6700,Legal,Approved
TXN01476,2023-07-12,18.39,Regus,EMP979,6600,Procurement,Pending
TXN01477,2023-12-25,84.8,Staples,EMP744,8000,IT,Approved
TXN01478,2023-02-25,1397.14,Grubhub Corporate,EMP960,6300,HR,Approved
TXN01479,2023-01-29,1109.07,Amazon Business,EMP886,6600,Legal,Approved
TXN01480,2023-10-20,12.61,Dell Technologies,EMP723,6300,Procurement,Approved
TXN01481,2023-05-23,1756.94,USPS,EMP467,6600,Sales,Approved
TXN01482,2023-01-21,21.9,Office Depot,EMP903,6400,Procurement,Approved
TXN01483,2023-12-16,4248.42,Enterprise Rent-A-Car,EMP666,6600,IT,Approved
TXN01484,2023-08-19,5889.41,Adobe Systems,EMP707,6700,HR,Approved
TXN01485,2023-10-17,1392.97,Verizon Business,EMP695,8000,HR,Approved
TXN01486,2023-08-21,96.2,Salesforce,EMP872,7100,HR,Approved
TXN01487,2023-05-31,342.36,United Airlines,EMP992,8000,Procurement,Rejected
TXN01488,2023-11-20,20.68,Office Depot,EMP347,7100,Finance,Rejected
TXN01489,2023-04-01,3840.75,Uline,EMP340,7100,IT,
TXN01490,2023-05-03,55.28,Ricoh,EMP906,6100,Finance,
TXN01491,2023-01-09,112.37,FedEx,EMP225,6300,Operations,Approved
TXN01492,2023-07-13,499.99,Xerox,EMP385,7200,Marketing,Approved
TXN01493,2023-07-24,115.15,Dell Technologies,EMP765,6700,Marketing,Approved
TXN01494,2023-01-17,30.41,FedEx,EMP866,7200,Finance,Approved
TXN01495,2023-03-03,2107.96,Microsoft,EMP701,8000,IT,Pending
TXN01496,2023-10-14,920.23,Zoom Communications,EMP216,6200,HR,Approved
TXN01497,2023-04-09,7648.11,Microsoft,EMP329,7100,HR,Approved
TXN01498,2023-03-09,6222.94,HP Inc,EMP372,6100,Operations,Approved
TXN01499,2023-10-14,2937.99,Cisco Systems,EMP300,6700,Sales,Rejected
TXN01500,2023-05-28,3011.64,,EMP556,6200,Operations,Approved
TXN01501,2023-11-01,571.89,,EMP291,6500,Sales,Rejected
TXN01502,2023-06-28,4613.01,Uline,EMP795,8000,Legal,Approved
TXN01503,2023-07-24,78.07,Ricoh,EMP332,7100,Operations,Pending
TXN01504,2023-10-23,310.54,Home Depot,EMP360,6400,Sales,Approved
TXN01505,2023-06-11,2112.83,Salesforce,EMP239,6200,Legal,Approved
TXN01506,2023-11-12,18.18,Lyft Business,EMP404,7200,IT,Pending
TXN01507,2023-08-19,212.63,Cisco Systems,EMP410,7200,HR,Approved
TXN01508,2023-10-17,26.23,Staples,EMP297,6700,Finance,Approved
TXN01509,2023-06-25,90.85,USPS,EMP209,6100,HR,Rejected
TXN01510,2023-06-05,49.76,Salesforce,EMP927,6700,IT,Approved
TXN01511,2023-01-02,939.68,Lenovo,EMP332,6300,Marketing,Approved
TXN01512,2023-07-13,65.59,Hertz,EMP926,8000,Procurement,
TXN01513,2023-05-30,50.6,Adobe Systems,EMP476,7200,Legal,
TXN01514,2023-03-03,26.92,Uline,EMP187,8000,IT,Rejected
TXN01515,2023-05-29,120.49,Xerox,EMP447,6100,Legal,Approved
TXN01516,2023-04-24,985.46,Canon,EMP817,7100,Procurement,Pending
TXN01517,2023-08-20,6595.83,Office Depot,EMP927,7200,Procurement,Approved
TXN01518,2023-03-17,407.28,Apple Business,EMP226,7200,Marketing,
TXN01519,2023-08-18,1095.31,Lenovo,EMP791,7100,HR,Approved
TXN01520,2023-03-04,6160.55,AT&T Business,EMP519,8000,Marketing,Rejected
TXN01521,2023-03-17,57.92,USPS,EMP797,6100,IT,
TXN01522,2023-01-19,346.27,Microsoft,EMP704,6400,HR,Approved
TXN01523,2023-07-07,13.32,Microsoft,EMP407,6200,Finance,Rejected
TXN01524,2023-12-30,987.14,USPS,EMP542,8000,Marketing,Pending
TXN01525,2023-08-13,50.3,Xerox,EMP721,6400,HR,Approved
TXN01526,2023-09-02,1649.2,Delta Airlines,EMP737,6300,Sales,Rejected
TXN01527,2023-01-28,3452.23,Cisco Systems,EMP244,6600,Procurement,Approved
TXN01528,2023-08-03,407.87,Uline,EMP700,6700,Marketing,
TXN01529,2023-06-26,6481.87,Grubhub Corporate,EMP333,6700,Finance,Pending
TXN01530,2023-01-04,77.64,Pitney Bowes,EMP499,7200,HR,Pending
TXN01531,2023-03-12,9129.45,Delta Airlines,EMP351,6400,Procurement,Approved
TXN01532,2023-02-25,24.08,Uline,EMP531,8000,Procurement,Approved
TXN01533,2023-12-27,1481.58,Ricoh,EMP793,6400,IT,Approved
TXN01534,2023-10-01,80.29,Staples,EMP266,6700,Procurement,
TXN01535,2023-10-11,166.43,HP Inc,EMP575,6100,Legal,Rejected
TXN01536,2023-08-31,2213.27,FedEx,EMP813,6600,Procurement,Approved
TXN01537,2023-03-05,14.36,Lyft Business,EMP117,7200,Procurement,Approved
TXN01538,2023-12-05,47.92,Amazon Business,EMP767,6500,IT,Approved
TXN01539,2023-09-21,38.15,WeWork,EMP178,6200,Operations,Pending
TXN01540,2023-07-23,188.58,Salesforce,EMP220,6700,Operations,Approved
TXN01541,2023-09-11,7917.09,Home Depot,EMP902,8000,Marketing,Rejected
TXN01542,2023-12-02,8131.99,Home Depot,EMP873,6100,Procurement,Approved
TXN01543,2023-05-04,177.92,Adobe Systems,EMP613,8000,Marketing,Rejected
TXN01544,2023-03-11,2466.17,Amazon Business,EMP549,6700,Legal,Approved
TXN01545,2023-07-23,4798.06,HP Inc,EMP664,7200,Legal,
TXN01546,2023-01-31,884.28,Dell Technologies,EMP611,8000,Sales,Pending
TXN01547,2023-07-10,509.95,Office Depot,EMP241,6700,Operations,Approved
TXN01548,2023-12-21,32.93,Lyft Business,EMP479,6300,Finance,Approved
TXN01549,2023-01-31,723.66,Xerox,EMP850,6200,Procurement,Approved
TXN01550,2023-03-12,300.7,Grubhub Corporate,EMP271,7200,Sales,Rejected
TXN01551,2023-01-19,12.24,WeWork,EMP520,6400,Legal,Pending
TXN01552,2023-12-25,60.12,Office Depot,EMP610,6700,Sales,Approved
TXN01553,2023-04-16,153.2,Uber Business,EMP440,8000,IT,Approved
TXN01554,2023-12-31,258.15,,EMP887,6500,Marketing,Rejected
TXN01555,2023-02-02,511.93,Lyft Business,,6500,Operations,
TXN01556,2023-08-04,81.2,Lyft Business,EMP325,6100,Operations,Approved
TXN01557,2023-08-31,26.03,Grubhub Corporate,EMP813,6300,IT,Approved
TXN01558,2023-06-26,6156.57,Adobe Systems,EMP182,6400,Finance,Approved
TXN01559,2023-03-10,4209.93,HP Inc,EMP697,7200,Finance,Pending
TXN01560,2023-05-04,11.5,Delta Airlines,EMP541,8000,Sales,Approved
TXN01561,2023-10-25,775.18,Uline,EMP308,6300,Procurement,Approved
TXN01562,2023-11-25,7969.99,Salesforce,EMP605,6600,IT,Approved
TXN01563,2023-03-07,347.29,Enterprise Rent-A-Car,EMP274,7100,IT,Pending
TXN01564,2023-12-23,595.94,HP Inc,EMP224,7200,Finance,Pending
TXN01565,2023-11-18,532.56,Grainger,EMP509,6500,Sales,
TXN01566,2023-12-24,1247.5,FedEx,EMP892,6300,Procurement,Pending
TXN01567,2023-04-21,1980.71,Adobe Systems,EMP651,6100,Finance,Approved
TXN01568,2023-06-09,6707.01,Office Depot,EMP145,7100,Procurement,Rejected
TXN01569,2023-05-31,36.23,Uline,EMP290,6700,Marketing,Approved
TXN01570,2023-06-23,54.79,UPS,EMP167,6400,Procurement,Approved
TXN01571,2023-05-30,850.03,UPS,EMP836,6100,Operations,Approved
TXN01572,2023-08-15,63.25,Ricoh,EMP945,6400,Legal,Approved
TXN01573,2023-03-29,18.25,Adobe Systems,EMP183,7200,Marketing,Approved
TXN01574,2023-11-10,261.17,Hertz,EMP702,6100,Operations,
TXN01575,2023-01-20,26.94,Zoom Communications,EMP479,6400,Finance,Approved
TXN01576,2023-02-05,2325.51,Hertz,EMP823,6100,Legal,Rejected
TXN01577,2023-03-27,94.47,Home Depot,EMP342,6400,HR,Approved
TXN01578,2023-10-20,2565.08,Zoom Communications,EMP834,6100,HR,Approved
TXN01579,2023-01-20,776.03,Amazon Business,EMP922,7100,HR,Approved
TXN01580,2023-07-28,1088.16,Adobe Systems,EMP119,6100,IT,
TXN01581,2023-01-22,2582.59,Grainger,,6300,Marketing,Approved
TXN01582,2023-11-13,434.72,Seamless,EMP104,6500,Marketing,Pending
TXN01583,2023-10-26,1450.85,Microsoft,EMP271,8000,Marketing,Approved
TXN01584,2023-11-11,122.8,Enterprise Rent-A-Car,EMP465,6200,Procurement,Approved
TXN01585,2023-08-28,500.32,Uber Business,EMP115,6400,Marketing,Approved
TXN01586,2023-05-28,16.8,Seamless,EMP297,7100,IT,
TXN01587,2023-02-21,26.43,Office Depot,EMP402,7100,Sales,Approved
TXN01588,2023-10-24,43.54,Xerox,EMP749,6700,Legal,Approved
TXN01589,2023-08-05,208.87,Canon,EMP665,6200,Legal,
TXN01590,2023-01-18,1247.5,Regus,EMP353,7100,IT,Pending
TXN01591,2023-01-02,3669.49,Hertz,EMP540,6700,Procurement,Approved
TXN01592,2023-01-19,105.8,Xerox,EMP585,6500,Procurement,Rejected
TXN01593,2023-01-01,282.73,WeWork,EMP234,8000,Procurement,Approved
TXN01594,2023-01-30,4999.99,Uline,EMP776,6600,Operations,Rejected
TXN01595,2023-08-24,580.42,Grubhub Corporate,EMP946,7200,Legal,Approved
TXN01596,2023-12-30,68.44,Hertz,EMP338,7100,Procurement,Rejected
TXN01597,2023-12-24,6629.65,WeWork,EMP374,6100,IT,Rejected
TXN01598,2023-04-21,142.54,UPS,EMP299,6200,IT,
TXN01599,2023-03-26,1281.46,Xerox,EMP662,6400,HR,Rejected
TXN01600,2023-03-23,174.76,Lyft Business,EMP352,8000,Marketing,Approved
TXN01601,2023-07-21,3868.04,FedEx,EMP313,7100,Legal,Approved
TXN01602,2023-05-20,825.1,Office Depot,EMP614,6100,Finance,Approved
TXN01603,2023-06-15,75.88,Canon,EMP621,6500,Procurement,Rejected
TXN01604,2023-11-06,184.28,Uline,EMP826,6100,Sales,Rejected
TXN01605,2023-07-13,421.99,Lyft Business,EMP720,6100,Operations,
TXN01606,2023-06-01,1247.5,United Airlines,EMP560,7200,Sales,Approved
TXN01607,2023-07-24,311.06,Staples,EMP887,8000,Sales,Approved
TXN01608,2023-03-30,140.59,Adobe Systems,EMP384,6500,Marketing,Approved
TXN01609,2023-09-16,2910.98,Zoom Communications,EMP564,6200,HR,Approved
TXN01610,2023-08-05,70.82,Hilton Hotels,EMP994,6600,IT,
TXN01611,2023-06-18,36.57,Amazon Business,EMP586,6300,Marketing,Approved
TXN01612,2023-11-13,925.69,Zoom Communications,EMP406,6300,Legal,
TXN01613,2023-09-20,7572.23,Seamless,EMP546,6500,Operations,Approved
TXN01614,2023-05-14,158.85,Marriott,EMP623,7200,Sales,Approved
TXN01615,2023-08-19,40.44,Lyft Business,EMP602,8000,Sales,Approved
TXN01616,2023-02-10,488.52,Lenovo,EMP739,6500,Procurement,Approved
TXN01617,2023-07-19,9010.24,Office Depot,EMP277,6100,IT,
TXN01618,2023-09-05,200.0,Home Depot,EMP406,6500,HR,Rejected
TXN01619,2023-03-26,200.55,Uline,EMP890,6100,Operations,Pending
TXN01620,2023-10-30,1274.94,Home Depot,EMP489,7100,Sales,Approved
TXN01621,2023-01-24,41.39,USPS,EMP155,6700,Finance,Approved
TXN01622,2023-05-09,2746.1,Regus,EMP105,6400,Finance,Approved
TXN01623,2023-05-10,999.99,Salesforce,EMP285,8000,Finance,
TXN01624,2023-09-10,50.54,Office Depot,EMP221,6300,IT,Approved
TXN01625,2023-03-27,1999.99,Canon,EMP710,8000,IT,Approved
TXN01626,2023-07-24,288.35,Hertz,EMP851,6300,Legal,Approved
TXN01627,2023-05-17,92.37,Uline,EMP137,7100,Procurement,Approved
TXN01628,2023-05-30,1551.85,USPS,EMP668,6400,HR,Approved
TXN01629,2023-05-10,44.71,Staples,EMP680,6500,Finance,Approved
TXN01630,2023-03-28,56.04,UPS,EMP393,6200,Sales,Approved
TXN01631,2023-07-10,135.94,Staples,EMP148,6200,Finance,
TXN01632,2023-12-23,267.88,Seamless,EMP859,6700,Operations,Approved
TXN01633,2023-08-23,14.45,FedEx,EMP290,6600,Marketing,Approved
TXN01634,2023-02-27,1247.5,Dell Technologies,EMP187,6400,Operations,
TXN01635,2023-11-24,19.21,Zoom Communications,EMP864,6600,IT,Approved
TXN01636,2023-05-20,1616.16,,EMP767,6500,IT,Approved
TXN01637,2023-02-20,1038.62,Delta Airlines,EMP139,6200,IT,
TXN01638,2023-08-06,58.55,Adobe Systems,EMP815,7200,Procurement,
TXN01639,2023-07-10,11.71,USPS,EMP810,6200,Sales,
TXN01640,2023-04-12,997.17,Enterprise Rent-A-Car,EMP626,7200,HR,
TXN01641,2023-05-23,824.47,Lenovo,EMP749,6500,Procurement,Approved
TXN01642,2023-09-10,4999.99,Office Depot,EMP882,7200,Finance,
TXN01643,2023-12-04,5459.2,USPS,EMP934,6100,Legal,Approved
TXN01644,2023-01-10,47.36,United Airlines,EMP950,6600,Sales,Pending
TXN01645,2023-06-11,2499.99,Home Depot,EMP209,6300,Legal,Rejected
TXN01646,2023-08-17,989.42,Adobe Systems,EMP372,6700,Operations,Pending
TXN01647,2023-02-06,2126.41,United Airlines,EMP970,6200,Legal,Rejected
TXN01648,2023-09-12,2623.78,Salesforce,EMP210,6200,IT,
TXN01649,2023-05-24,482.38,Pitney Bowes,EMP488,6700,Operations,Approved
TXN01650,2023-11-06,48.07,,EMP534,7100,HR,Rejected
TXN01651,2023-05-17,179.32,Lenovo,EMP415,7100,Procurement,Approved
TXN01652,2023-04-06,22.9,United Airlines,EMP245,6600,Marketing,Rejected
TXN01653,2023-02-01,250.0,Cisco Systems,EMP844,6400,Sales,Rejected
TXN01654,2023-11-28,251.83,Pitney Bowes,EMP473,7200,IT,Approved
TXN01655,2023-02-08,4999.99,Adobe Systems,EMP446,8000,Procurement,Rejected
TXN01656,2023-04-26,3777.2,Lenovo,EMP501,7100,Marketing,
TXN01657,2023-08-18,214.11,Salesforce,EMP775,6500,Marketing,Pending
TXN01658,2023-10-26,36.08,HP Inc,EMP807,6100,Operations,Pending
TXN01659,2023-10-24,1822.78,Salesforce,EMP945,6300,Sales,Approved
