Transaction_ID,Date,Amount,Vendor_Name,Employee_ID,Department,Approval_Status,Is_Weekend,Is_Round_Number,Is_Threshold,Missing_Vendor,Rule_Flag_Count,ML_Anomaly,Risk_Score,Risk_Level
TXN01201,2023-08-23,80.08,Amazon Business,EMP190,Marketing,Pending,False,False,False,False,1,0,10,Low
TXN01205,2023-09-01,397.05,Regus,EMP419,Procurement,,False,False,False,False,1,0,10,Low
TXN01206,2023-09-01,18.08,Ricoh,,Marketing,Approved,False,False,False,False,1,1,30,Low
TXN01207,2023-03-11,5000.0,Zoom Communications,EMP307,IT,Approved,True,True,False,False,3,0,50,Medium
TXN01210,2023-09-06,9033.45,Verizon Business,EMP427,HR,Pending,False,False,False,False,0,1,40,Medium
TXN01212,2023-11-24,1999.99,Enterprise Rent-A-Car,EMP367,HR,Approved,False,False,True,False,2,0,25,Low
TXN01213,2023-02-18,3785.39,Grainger,EMP533,Finance,Approved,True,False,False,False,1,0,20,Low
TXN01215,2023-11-22,186.32,Ricoh,EMP610,Legal,,False,False,False,False,1,0,10,Low
TXN01217,2023-04-08,2491.8,Enterprise Rent-A-Car,EMP899,Procurement,Pending,True,False,False,False,1,0,20,Low
TXN01218,2023-11-01,21.69,Lenovo,EMP963,Finance,Approved,False,False,False,False,1,0,10,Low
TXN01220,2023-11-14,12.27,USPS,EMP556,Finance,,False,False,False,False,1,0,10,Low
TXN01226,2023-01-26,7989.76,WeWork,EMP893,IT,Approved,False,False,False,False,0,1,40,Medium
TXN01227,2023-12-24,13.87,Hilton Hotels,EMP270,Procurement,Approved,True,False,False,False,2,0,20,Low
TXN01229,2023-03-26,3346.8,Cisco Systems,EMP496,Sales,,True,False,False,False,1,0,20,Low
TXN01233,2023-05-28,22.33,Regus,EMP936,Operations,Approved,True,False,False,False,2,0,20,Low
TXN01237,2023-07-08,171.1,United Airlines,EMP137,Sales,Approved,True,False,False,False,1,0,10,Low
TXN01238,2023-02-11,90.38,USPS,EMP670,Procurement,Rejected,True,False,False,False,1,0,10,Low
TXN01241,2023-01-27,10.74,WeWork,EMP425,Operations,,False,False,False,False,1,0,10,Low
TXN01243,2023-01-30,2500.0,Canon,EMP677,Finance,Approved,False,True,False,False,2,1,50,Medium
TXN01245,2023-05-08,6607.56,Amazon Business,EMP850,IT,Pending,False,False,False,False,0,1,40,Medium
TXN01251,2023-04-18,7395.29,Seamless,EMP111,Sales,Approved,False,False,False,False,0,1,40,Medium
TXN01253,2023-06-04,81.97,Marriott,EMP121,Legal,Approved,True,False,False,False,1,0,10,Low
TXN01258,2023-10-20,8001.49,Lenovo,EMP972,Sales,Approved,False,False,False,False,0,1,40,Medium
TXN01261,2023-05-24,11.5,FedEx,EMP147,Legal,Approved,False,False,False,False,1,0,10,Low
TXN01264,2023-04-30,26.64,Uber Business,EMP476,Sales,,True,False,False,False,2,0,20,Low
TXN01265,2023-01-01,49.36,Grubhub Corporate,EMP848,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN01267,2023-02-03,92.39,Canon,EMP612,Finance,Approved,False,False,False,False,1,0,10,Low
TXN01268,2023-12-17,22.95,Xerox,EMP356,Operations,Approved,True,False,False,False,1,0,10,Low
TXN01274,2023-10-16,750.0,Delta Airlines,EMP398,Sales,Pending,False,True,False,False,2,0,20,Low
TXN01275,2023-07-15,198.77,Xerox,EMP828,Operations,,True,False,False,False,1,0,10,Low
TXN01278,2023-09-26,13.45,Enterprise Rent-A-Car,EMP858,Procurement,Approved,False,False,False,False,1,0,10,Low
TXN01280,2023-04-06,4999.99,United Airlines,EMP342,Procurement,Pending,False,False,True,False,2,0,30,Low
TXN01281,2023-06-24,2331.27,Lenovo,EMP236,IT,Approved,True,False,False,False,1,0,20,Low
TXN01283,2023-02-02,12.93,HP Inc,EMP636,Operations,,False,False,False,False,1,0,10,Low
TXN01285,2023-02-11,379.15,Uline,EMP318,IT,Approved,True,False,False,False,1,0,10,Low
TXN01286,2023-12-10,6246.8,Canon,EMP257,Legal,Rejected,True,False,False,False,1,1,50,Medium
TXN01290,2023-03-24,2290.32,Seamless,EMP987,Marketing,Approved,False,False,False,False,1,0,20,Low
TXN01294,2023-06-10,56.85,Canon,EMP148,Sales,Approved,True,False,False,False,1,0,10,Low
TXN01296,2023-01-07,738.02,Salesforce,,HR,Pending,True,False,False,False,2,1,40,Medium
TXN01297,2023-02-18,2184.67,Amazon Business,EMP494,Marketing,Approved,True,False,False,False,1,0,20,Low
TXN01301,2023-01-08,21.14,Cisco Systems,EMP649,Procurement,Rejected,True,False,False,False,1,0,10,Low
TXN01302,2023-03-18,15.35,Ricoh,EMP288,Sales,Rejected,True,False,False,False,1,0,10,Low
TXN01306,2023-11-06,11.7,Marriott,EMP777,Sales,Approved,False,False,False,False,1,0,10,Low
TXN01308,2023-07-24,51.84,Home Depot,EMP121,Operations,Approved,False,False,False,False,1,0,10,Low
TXN01310,2023-01-30,2761.33,Salesforce,,Finance,Pending,False,False,False,False,1,1,40,Medium
TXN01312,2023-07-23,1149.63,Grainger,EMP809,Marketing,Approved,True,False,False,False,1,0,15,Low
TXN01313,2023-04-28,74.23,USPS,EMP505,Sales,Approved,False,False,False,False,1,0,10,Low
TXN01315,2023-04-08,2214.1,Salesforce,EMP293,Finance,,True,False,False,False,1,0,20,Low
TXN01317,2023-04-12,19.06,Uline,EMP177,Operations,Rejected,False,False,False,False,1,0,10,Low
TXN01319,2023-01-26,4912.66,Salesforce,EMP914,Sales,Approved,False,False,False,False,0,1,30,Low
TXN01320,2023-12-09,1002.16,Cisco Systems,EMP964,Procurement,,True,False,False,False,2,0,25,Low
TXN01322,2023-08-31,15.22,Grubhub Corporate,EMP708,Operations,Rejected,False,False,False,False,1,0,10,Low
TXN01323,2023-07-18,3429.23,,EMP570,IT,Approved,False,False,False,True,1,1,40,Medium
TXN01325,2023-12-30,4819.81,Ricoh,EMP158,Operations,,True,False,False,False,1,0,20,Low
TXN01327,2023-04-29,117.12,Adobe Systems,EMP950,Operations,Approved,True,False,False,False,1,0,10,Low
TXN01328,2023-12-03,812.75,Ricoh,EMP669,HR,Approved,True,False,False,False,1,0,10,Low
TXN01329,2023-01-01,578.42,,EMP298,IT,Rejected,True,False,False,True,2,1,40,Medium
TXN01332,2023-01-22,164.64,Hilton Hotels,EMP838,Procurement,Rejected,True,False,False,False,1,0,10,Low
TXN01334,2023-01-01,160.93,Apple Business,EMP198,IT,Rejected,True,False,False,False,1,0,10,Low
TXN01336,2023-12-04,750.0,Hilton Hotels,EMP127,HR,Rejected,False,True,False,False,2,0,20,Low
TXN01337,2023-07-31,19.78,Hilton Hotels,EMP290,Sales,,False,False,False,False,1,0,10,Low
TXN01344,2023-07-02,104.53,Staples,EMP523,Operations,Approved,True,False,False,False,2,0,20,Low
TXN01346,2023-03-11,3165.94,Hertz,EMP410,Operations,Approved,True,False,False,False,1,0,20,Low
TXN01347,2023-11-30,10.65,Zoom Communications,EMP852,Legal,Approved,False,False,False,False,1,0,10,Low
TXN01349,2023-06-04,369.38,Staples,EMP341,Operations,Pending,True,False,False,False,1,0,10,Low
TXN01350,2023-11-05,39.83,Uline,EMP398,HR,Approved,True,False,False,False,1,0,10,Low
TXN01353,2023-12-04,35.47,Home Depot,EMP981,HR,Approved,False,False,False,False,1,0,10,Low
TXN01357,2023-05-19,7860.15,Salesforce,EMP876,Sales,Approved,False,False,False,False,0,1,40,Medium
TXN01358,2023-07-08,251.91,Lenovo,EMP961,Sales,Approved,True,False,False,False,1,0,10,Low
TXN01360,2023-05-14,272.64,USPS,EMP475,HR,,True,False,False,False,1,0,10,Low
TXN01365,2023-10-15,155.4,UPS,EMP425,HR,Approved,True,False,False,False,1,0,10,Low
TXN01366,2023-12-23,4999.99,Zoom Communications,EMP535,Marketing,Approved,True,False,True,False,3,0,40,Medium
TXN01367,2023-08-19,1104.26,United Airlines,EMP380,HR,Approved,True,False,False,False,1,0,15,Low
TXN01368,2023-03-19,38.77,Home Depot,EMP790,Legal,Approved,True,False,False,False,1,0,10,Low
TXN01370,2023-04-22,820.04,Canon,EMP110,HR,Approved,True,False,False,False,1,0,10,Low
TXN01373,2023-10-07,579.84,Office Depot,EMP738,Finance,Pending,True,False,False,False,1,0,10,Low
TXN01374,2023-04-22,4562.97,,EMP772,IT,Approved,True,False,False,True,2,1,50,Medium
TXN01375,2023-06-17,23.04,Canon,EMP175,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01376,2023-07-08,94.48,Pitney Bowes,EMP226,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN01378,2023-05-05,12.77,Staples,EMP795,HR,Approved,False,False,False,False,1,0,10,Low
TXN01381,2023-09-11,2500.0,Apple Business,EMP679,IT,Approved,False,True,False,False,2,0,30,Low
TXN01383,2023-01-21,211.13,AT&T Business,EMP606,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01385,2023-03-05,579.19,Ricoh,EMP741,Finance,Approved,True,False,False,False,1,0,10,Low
TXN01386,2023-03-18,24.27,Microsoft,,HR,,True,False,False,False,2,1,40,Medium
TXN01387,2023-12-02,1034.73,HP Inc,EMP774,Procurement,Approved,True,False,False,False,1,0,15,Low
TXN01388,2023-06-22,566.81,AT&T Business,,Operations,Rejected,False,False,False,False,1,1,30,Low
TXN01391,2023-01-05,26.55,Apple Business,EMP292,HR,Approved,False,False,False,False,1,0,10,Low
TXN01392,2023-09-12,999.99,Regus,EMP896,HR,Approved,False,False,True,False,2,0,20,Low
TXN01394,2023-10-07,7139.51,Home Depot,EMP693,IT,Approved,True,False,False,False,1,0,30,Low
TXN01395,2023-02-18,197.93,Marriott,EMP988,Finance,Approved,True,False,False,False,1,0,10,Low
TXN01397,2023-12-31,633.09,Zoom Communications,EMP659,Procurement,Pending,True,False,False,False,1,0,10,Low
TXN01398,2023-11-27,132.71,Salesforce,EMP339,IT,Rejected,False,False,False,False,1,0,10,Low
TXN01400,2023-04-13,18.8,Pitney Bowes,EMP344,Finance,Approved,False,False,False,False,1,0,10,Low
TXN01402,2023-07-07,1247.5,Seamless,EMP533,Sales,Approved,False,False,False,False,1,0,15,Low
TXN01403,2023-08-19,210.31,Adobe Systems,EMP110,Finance,Pending,True,False,False,False,1,0,10,Low
TXN01405,2023-06-06,71.57,Regus,EMP754,Procurement,Rejected,False,False,False,False,1,0,10,Low
TXN01408,2023-07-19,27.24,Salesforce,EMP305,Sales,Rejected,False,False,False,False,1,0,10,Low
TXN01410,2023-08-13,226.98,Office Depot,EMP445,IT,Rejected,True,False,False,False,1,0,10,Low
TXN01411,2023-04-22,57.82,Grubhub Corporate,EMP279,Finance,,True,False,False,False,1,0,10,Low
TXN01412,2023-10-16,8313.06,Canon,EMP784,Sales,Rejected,False,False,False,False,0,1,40,Medium
TXN01413,2023-12-13,42.82,Zoom Communications,EMP639,Marketing,Approved,False,False,False,False,1,0,10,Low
TXN01415,2023-12-15,750.0,HP Inc,EMP890,HR,Approved,False,True,False,False,2,0,20,Low
TXN01416,2023-08-13,30.24,Canon,EMP127,Legal,Rejected,True,False,False,False,1,0,10,Low
TXN01417,2023-06-24,990.02,AT&T Business,EMP233,Procurement,Rejected,True,False,False,False,1,0,10,Low
TXN01418,2023-05-13,20.41,AT&T Business,EMP830,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01420,2023-10-28,1550.85,AT&T Business,EMP128,Operations,Rejected,True,False,False,False,1,0,15,Low
TXN01422,2023-09-19,2000.0,Dell Technologies,EMP193,Operations,Pending,False,True,False,False,2,0,30,Low
TXN01423,2023-03-11,774.31,Amazon Business,EMP575,Operations,Rejected,True,False,False,False,1,0,10,Low
TXN01424,2023-06-18,1394.04,Regus,EMP361,Legal,Pending,True,False,False,False,1,0,15,Low
TXN01426,2023-12-03,1247.5,FedEx,EMP502,Legal,Pending,True,False,False,False,2,0,25,Low
TXN01427,2023-12-27,4087.41,Pitney Bowes,EMP940,Sales,Pending,False,False,False,False,0,1,30,Low
TXN01429,2023-04-18,4999.99,USPS,EMP762,Finance,Approved,False,False,True,False,2,0,30,Low
TXN01430,2023-08-10,9154.79,Canon,EMP922,Legal,Rejected,False,False,False,False,0,1,40,Medium
TXN01433,2023-11-16,21.26,USPS,EMP741,Marketing,Approved,False,False,False,False,1,0,10,Low
TXN01434,2023-05-07,58.35,HP Inc,EMP209,Sales,Approved,True,False,False,False,2,0,20,Low
TXN01435,2023-08-20,775.77,Office Depot,EMP808,HR,Approved,True,False,False,False,1,0,10,Low
TXN01437,2023-10-15,4999.99,Dell Technologies,EMP507,Operations,Approved,True,False,True,False,3,0,40,Medium
TXN01441,2023-03-20,225.01,Regus,,Operations,Rejected,False,False,False,False,1,1,30,Low
TXN01442,2023-01-02,8884.45,USPS,EMP436,Operations,Approved,False,False,False,False,0,1,40,Medium
TXN01449,2023-01-20,426.11,Microsoft,EMP256,Operations,Approved,False,False,False,False,1,0,10,Low
TXN01451,2023-02-25,400.25,AT&T Business,EMP768,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01453,2023-01-29,363.72,Hilton Hotels,EMP995,Legal,Approved,True,False,False,False,1,0,10,Low
TXN01454,2023-11-17,13.63,Enterprise Rent-A-Car,EMP643,IT,Pending,False,False,False,False,1,0,10,Low
TXN01459,2023-08-12,160.31,Seamless,EMP815,IT,Pending,True,False,False,False,1,0,10,Low
TXN01461,2023-05-07,6712.6,Uline,EMP450,IT,Approved,True,False,False,False,1,0,30,Low
TXN01462,2023-10-04,21.91,HP Inc,EMP344,HR,,False,False,False,False,1,0,10,Low
TXN01463,2023-01-08,27.05,WeWork,EMP506,Marketing,,True,False,False,False,2,0,20,Low
TXN01464,2023-03-18,653.52,Apple Business,EMP252,Finance,Pending,True,False,False,False,1,0,10,Low
TXN01465,2023-04-02,29.5,WeWork,EMP692,IT,Approved,True,False,False,False,2,0,20,Low
TXN01471,2023-04-23,2119.8,Ricoh,EMP842,Marketing,,True,False,False,False,1,0,20,Low
TXN01473,2023-07-22,120.6,Enterprise Rent-A-Car,EMP582,Operations,Pending,True,False,False,False,2,0,20,Low
TXN01475,2023-09-30,16.47,Regus,EMP653,Legal,Approved,True,False,False,False,1,0,10,Low
TXN01476,2023-07-12,18.39,Regus,EMP979,Procurement,Pending,False,False,False,False,1,0,10,Low
TXN01478,2023-02-25,1397.14,Grubhub Corporate,EMP960,HR,Approved,True,False,False,False,1,0,15,Low
TXN01479,2023-01-29,1109.07,Amazon Business,EMP886,Legal,Approved,True,False,False,False,1,0,15,Low
TXN01480,2023-10-20,12.61,Dell Technologies,EMP723,Procurement,Approved,False,False,False,False,1,0,10,Low
TXN01482,2023-01-21,21.9,Office Depot,EMP903,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01483,2023-12-16,4248.42,Enterprise Rent-A-Car,EMP666,IT,Approved,True,False,False,False,1,0,20,Low
TXN01484,2023-08-19,5889.41,Adobe Systems,EMP707,HR,Approved,True,False,False,False,1,0,30,Low
TXN01488,2023-11-20,20.68,Office Depot,EMP347,Finance,Rejected,False,False,False,False,1,0,10,Low
TXN01489,2023-04-01,3840.75,Uline,EMP340,IT,,True,False,False,False,1,0,20,Low
TXN01492,2023-07-13,499.99,Xerox,EMP385,Marketing,Approved,False,False,True,False,2,0,20,Low
TXN01496,2023-10-14,920.23,Zoom Communications,EMP216,HR,Approved,True,False,False,False,1,0,10,Low
TXN01497,2023-04-09,7648.11,Microsoft,EMP329,HR,Approved,True,False,False,False,1,1,50,Medium
TXN01499,2023-10-14,2937.99,Cisco Systems,EMP300,Sales,Rejected,True,False,False,False,1,0,20,Low
TXN01500,2023-05-28,3011.64,,EMP556,Operations,Approved,True,False,False,True,2,1,50,Medium
TXN01501,2023-11-01,571.89,,EMP291,Sales,Rejected,False,False,False,True,1,1,30,Low
TXN01505,2023-06-11,2112.83,Salesforce,EMP239,Legal,Approved,True,False,False,False,1,0,20,Low
TXN01506,2023-11-12,18.18,Lyft Business,EMP404,IT,Pending,True,False,False,False,2,0,20,Low
TXN01507,2023-08-19,212.63,Cisco Systems,EMP410,HR,Approved,True,False,False,False,1,0,10,Low
TXN01509,2023-06-25,90.85,USPS,EMP209,HR,Rejected,True,False,False,False,1,0,10,Low
TXN01513,2023-05-30,50.6,Adobe Systems,EMP476,Legal,,False,False,False,False,1,0,10,Low
TXN01514,2023-03-03,26.92,Uline,EMP187,IT,Rejected,False,False,False,False,1,0,10,Low
TXN01517,2023-08-20,6595.83,Office Depot,EMP927,Procurement,Approved,True,False,False,False,1,0,30,Low
TXN01520,2023-03-04,6160.55,AT&T Business,EMP519,Marketing,Rejected,True,False,False,False,1,0,30,Low
TXN01523,2023-07-07,13.32,Microsoft,EMP407,Finance,Rejected,False,False,False,False,1,0,10,Low
TXN01524,2023-12-30,987.14,USPS,EMP542,Marketing,Pending,True,False,False,False,1,0,10,Low
TXN01525,2023-08-13,50.3,Xerox,EMP721,HR,Approved,True,False,False,False,1,0,10,Low
TXN01526,2023-09-02,1649.2,Delta Airlines,EMP737,Sales,Rejected,True,False,False,False,1,0,15,Low
TXN01527,2023-01-28,3452.23,Cisco Systems,EMP244,Procurement,Approved,True,False,False,False,1,0,20,Low
TXN01529,2023-06-26,6481.87,Grubhub Corporate,EMP333,Finance,Pending,False,False,False,False,0,1,40,Medium
TXN01531,2023-03-12,9129.45,Delta Airlines,EMP351,Procurement,Approved,True,False,False,False,1,1,50,Medium
TXN01532,2023-02-25,24.08,Uline,EMP531,Procurement,Approved,True,False,False,False,2,0,20,Low
TXN01534,2023-10-01,80.29,Staples,EMP266,Procurement,,True,False,False,False,1,0,10,Low
TXN01537,2023-03-05,14.36,Lyft Business,EMP117,Procurement,Approved,True,False,False,False,2,0,20,Low
TXN01538,2023-12-05,47.92,Amazon Business,EMP767,IT,Approved,False,False,False,False,1,0,10,Low
TXN01540,2023-07-23,188.58,Salesforce,EMP220,Operations,Approved,True,False,False,False,1,0,10,Low
TXN01541,2023-09-11,7917.09,Home Depot,EMP902,Marketing,Rejected,False,False,False,False,0,1,40,Medium
TXN01542,2023-12-02,8131.99,Home Depot,EMP873,Procurement,Approved,True,False,False,False,1,1,50,Medium
TXN01544,2023-03-11,2466.17,Amazon Business,EMP549,Legal,Approved,True,False,False,False,1,0,20,Low
TXN01545,2023-07-23,4798.06,HP Inc,EMP664,Legal,,True,False,False,False,1,0,20,Low
TXN01550,2023-03-12,300.7,Grubhub Corporate,EMP271,Sales,Rejected,True,False,False,False,2,0,20,Low
TXN01551,2023-01-19,12.24,WeWork,EMP520,Legal,Pending,False,False,False,False,1,0,10,Low
TXN01553,2023-04-16,153.2,Uber Business,EMP440,IT,Approved,True,False,False,False,1,0,10,Low
TXN01554,2023-12-31,258.15,,EMP887,Marketing,Rejected,True,False,False,True,2,1,40,Medium
TXN01555,2023-02-02,511.93,Lyft Business,,Operations,,False,False,False,False,1,1,30,Low
TXN01556,2023-08-04,81.2,Lyft Business,EMP325,Operations,Approved,False,False,False,False,1,0,10,Low
TXN01558,2023-06-26,6156.57,Adobe Systems,EMP182,Finance,Approved,False,False,False,False,0,1,40,Medium
TXN01560,2023-05-04,11.5,Delta Airlines,EMP541,Sales,Approved,False,False,False,False,1,0,10,Low
TXN01562,2023-11-25,7969.99,Salesforce,EMP605,IT,Approved,True,False,False,False,1,1,50,Medium
TXN01563,2023-03-07,347.29,Enterprise Rent-A-Car,EMP274,IT,Pending,False,False,False,False,1,0,10,Low
TXN01564,2023-12-23,595.94,HP Inc,EMP224,Finance,Pending,True,False,False,False,1,0,10,Low
TXN01565,2023-11-18,532.56,Grainger,EMP509,Sales,,True,False,False,False,1,0,10,Low
TXN01566,2023-12-24,1247.5,FedEx,EMP892,Procurement,Pending,True,False,False,False,2,0,25,Low
TXN01572,2023-08-15,63.25,Ricoh,EMP945,Legal,Approved,False,False,False,False,1,0,10,Low
TXN01576,2023-02-05,2325.51,Hertz,EMP823,Legal,Rejected,True,False,False,False,1,0,20,Low
TXN01577,2023-03-27,94.47,Home Depot,EMP342,HR,Approved,False,False,False,False,1,0,10,Low
TXN01581,2023-01-22,2582.59,Grainger,,Marketing,Approved,True,False,False,False,2,1,50,Medium
TXN01584,2023-11-11,122.8,Enterprise Rent-A-Car,EMP465,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01586,2023-05-28,16.8,Seamless,EMP297,IT,,True,False,False,False,1,0,10,Low
TXN01589,2023-08-05,208.87,Canon,EMP665,Legal,,True,False,False,False,1,0,10,Low
TXN01590,2023-01-18,1247.5,Regus,EMP353,IT,Pending,False,False,False,False,1,0,15,Low
TXN01593,2023-01-01,282.73,WeWork,EMP234,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01594,2023-01-30,4999.99,Uline,EMP776,Operations,Rejected,False,False,True,False,2,1,50,Medium
TXN01596,2023-12-30,68.44,Hertz,EMP338,Procurement,Rejected,True,False,False,False,2,0,20,Low
TXN01597,2023-12-24,6629.65,WeWork,EMP374,IT,Rejected,True,False,False,False,1,1,50,Medium
TXN01599,2023-03-26,1281.46,Xerox,EMP662,HR,Rejected,True,False,False,False,1,0,15,Low
TXN01602,2023-05-20,825.1,Office Depot,EMP614,Finance,Approved,True,False,False,False,1,0,10,Low
TXN01606,2023-06-01,1247.5,United Airlines,EMP560,Sales,Approved,False,False,False,False,1,0,15,Low
TXN01609,2023-09-16,2910.98,Zoom Communications,EMP564,HR,Approved,True,False,False,False,1,0,20,Low
TXN01610,2023-08-05,70.82,Hilton Hotels,EMP994,IT,,True,False,False,False,2,0,20,Low
TXN01611,2023-06-18,36.57,Amazon Business,EMP586,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN01614,2023-05-14,158.85,Marriott,EMP623,Sales,Approved,True,False,False,False,1,0,10,Low
TXN01615,2023-08-19,40.44,Lyft Business,EMP602,Sales,Approved,True,False,False,False,1,0,10,Low
TXN01617,2023-07-19,9010.24,Office Depot,EMP277,IT,,False,False,False,False,0,1,40,Medium
TXN01618,2023-09-05,200.0,Home Depot,EMP406,HR,Rejected,False,True,False,False,2,0,20,Low
TXN01619,2023-03-26,200.55,Uline,EMP890,Operations,Pending,True,False,False,False,2,0,20,Low
TXN01623,2023-05-10,999.99,Salesforce,EMP285,Finance,,False,False,True,False,2,0,20,Low
TXN01624,2023-09-10,50.54,Office Depot,EMP221,IT,Approved,True,False,False,False,2,0,20,Low
TXN01625,2023-03-27,1999.99,Canon,EMP710,IT,Approved,False,False,True,False,2,0,25,Low
TXN01632,2023-12-23,267.88,Seamless,EMP859,Operations,Approved,True,False,False,False,1,0,10,Low
TXN01633,2023-08-23,14.45,FedEx,EMP290,Marketing,Approved,False,False,False,False,1,0,10,Low
TXN01634,2023-02-27,1247.5,Dell Technologies,EMP187,Operations,,False,False,False,False,1,0,15,Low
TXN01636,2023-05-20,1616.16,,EMP767,IT,Approved,True,False,False,True,2,1,45,Medium
TXN01638,2023-08-06,58.55,Adobe Systems,EMP815,Procurement,,True,False,False,False,1,0,10,Low
TXN01639,2023-07-10,11.71,USPS,EMP810,Sales,,False,False,False,False,1,0,10,Low
TXN01642,2023-09-10,4999.99,Office Depot,EMP882,Finance,,True,False,True,False,3,0,40,Medium
TXN01643,2023-12-04,5459.2,USPS,EMP934,Legal,Approved,False,False,False,False,0,1,40,Medium
TXN01645,2023-06-11,2499.99,Home Depot,EMP209,Legal,Rejected,True,False,True,False,3,0,40,Medium
TXN01650,2023-11-06,48.07,,EMP534,HR,Rejected,False,False,False,True,2,1,40,Medium
TXN01652,2023-04-06,22.9,United Airlines,EMP245,Marketing,Rejected,False,False,False,False,1,0,10,Low
TXN01653,2023-02-01,250.0,Cisco Systems,EMP844,Sales,Rejected,False,True,False,False,2,0,20,Low
TXN01655,2023-02-08,4999.99,Adobe Systems,EMP446,Procurement,Rejected,False,False,True,False,2,0,30,Low
TXN01660,2023-12-23,5297.83,Regus,EMP278,Marketing,Pending,True,False,False,False,1,0,30,Low
TXN01663,2023-09-24,49.16,AT&T Business,EMP961,IT,Approved,True,False,False,False,1,0,10,Low
TXN01664,2023-07-09,1072.67,Uline,EMP179,Legal,,True,False,False,False,1,0,15,Low
TXN01666,2023-07-29,358.21,Staples,EMP166,Operations,Rejected,True,False,False,False,1,0,10,Low
TXN01669,2023-01-27,44.78,Zoom Communications,EMP672,HR,Approved,False,False,False,False,1,0,10,Low
TXN01670,2023-04-08,71.56,FedEx,EMP213,Legal,Rejected,True,False,False,False,2,0,20,Low
TXN01673,2023-04-22,155.15,United Airlines,EMP229,IT,Rejected,True,False,False,False,1,0,10,Low
TXN01674,2023-02-17,1999.99,Marriott,EMP318,Sales,Approved,False,False,True,False,2,0,25,Low
TXN01675,2023-10-22,166.2,WeWork,EMP361,Sales,Approved,True,False,False,False,1,0,10,Low
TXN01676,2023-08-25,9423.35,Cisco Systems,EMP485,IT,Rejected,False,False,False,False,0,1,40,Medium
TXN01677,2023-01-17,750.0,Marriott,EMP399,Marketing,Approved,False,True,False,False,2,0,20,Low
TXN01678,2023-12-25,3641.24,Staples,EMP241,Finance,Approved,False,False,False,False,0,1,30,Low
TXN01679,2023-11-04,5654.52,Apple Business,EMP533,IT,Approved,True,False,False,False,1,0,30,Low
TXN01681,2023-11-03,533.11,,EMP171,Legal,Approved,False,False,False,True,1,1,30,Low
TXN01684,2023-02-08,84.59,Marriott,EMP218,Finance,Approved,False,False,False,False,1,0,10,Low
TXN01686,2023-11-11,57.14,Staples,EMP443,HR,Approved,True,False,False,False,1,0,10,Low
TXN01687,2023-11-12,200.68,Hertz,EMP894,Legal,Approved,True,False,False,False,1,0,10,Low
TXN01689,2023-12-30,51.57,Grubhub Corporate,EMP177,Sales,Approved,True,False,False,False,1,0,10,Low
TXN01691,2023-05-06,2000.0,AT&T Business,EMP953,Marketing,,True,True,False,False,3,0,40,Medium
TXN01692,2023-12-23,434.77,USPS,EMP530,Legal,Approved,True,False,False,False,1,0,10,Low
TXN01693,2023-05-06,871.18,Marriott,EMP262,Legal,Approved,True,False,False,False,1,0,10,Low
TXN01694,2023-03-18,17.11,United Airlines,EMP746,Marketing,,True,False,False,False,2,0,20,Low
TXN01696,2023-11-19,776.23,FedEx,EMP683,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01699,2023-01-14,108.59,Dell Technologies,EMP951,Legal,Approved,True,False,False,False,2,0,20,Low
TXN01700,2023-04-09,215.15,Uline,EMP660,Operations,Approved,True,False,False,False,1,0,10,Low
TXN01701,2023-04-29,3197.74,Cisco Systems,EMP992,Legal,Pending,True,False,False,False,1,0,20,Low
TXN01702,2023-10-13,166.52,Verizon Business,EMP338,HR,Approved,False,False,False,False,1,0,10,Low
TXN01703,2023-04-30,417.12,HP Inc,EMP459,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN01704,2023-05-07,50.57,Uber Business,EMP350,IT,Rejected,True,False,False,False,2,0,20,Low
TXN01705,2023-04-09,3385.64,Amazon Business,EMP982,Marketing,Approved,True,False,False,False,1,0,20,Low
TXN01707,2023-10-14,9515.25,Salesforce,EMP443,Finance,Rejected,True,False,False,False,1,1,50,Medium
TXN01710,2023-09-03,74.42,Lyft Business,EMP618,IT,Approved,True,False,False,False,1,0,10,Low
TXN01711,2023-11-01,200.0,Zoom Communications,EMP649,Sales,Approved,False,True,False,False,2,0,20,Low
TXN01717,2023-10-16,9658.89,Salesforce,EMP394,HR,Rejected,False,False,False,False,0,1,40,Medium
TXN01719,2023-08-21,21.02,Lyft Business,EMP400,IT,Approved,False,False,False,False,1,0,10,Low
TXN01720,2023-11-25,515.41,Zoom Communications,EMP353,IT,Pending,True,False,False,False,1,0,10,Low
TXN01721,2023-11-23,34.9,Ricoh,EMP820,Procurement,Approved,False,False,False,False,1,0,10,Low
TXN01722,2023-02-11,928.38,Lenovo,EMP851,Finance,Approved,True,False,False,False,1,0,10,Low
